FeatureUID,DsgAttr01,Country,FeatureNam,NameVar,FeatureTyp,Latitude,Longitude,LocConfid,DsgAttr02,DsgAttr03,DsgAttr04,DsgAttr05,DsgAttr06,DsgAttr07,DsgAttr08,OperateNam,OwnerName,Website,DsgAttr09,Label1,LocSource1,InfSource1,ADM1,DsgAttr10,geometry,id,infra,name,iso3,Continent_Code,dist,matches
ZAp02,ZAp02f,South Africa,Durban,<Null>,Bulk Commodities Port,-29.891513,31.024477,E,Y,Andalusite,Unspecified,32000.0,Metric tons,"Shared capacity: ZAp02d, ZAp02g, ZAp02h",<Null>,Bulk Connections,Transnet National Port Authority,https://www.transnetnationalportsauthority.net/Pages/default.aspx,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps, ZAp007","NGA-WPI-Pub150, ZAp003, WRLDp001, ZAp006",KwaZulu-Natal,46850,POINT (3453628.981767628 -3468321.8715541903),port311,port,Durban_South Africa,ZAF,AF,1209.5890892486243,Y
ZAp02,ZAp02d,South Africa,Durban,<Null>,Bulk Commodities Port,-29.891513,31.024477,E,Y,Iron and Steel,"Steel (Unspecified), Ferroalloys (Unspecified), Scrap Metal",-999.0,NA,<Null>,<Null>,Transnet Port Terminals,Transnet National Port Authority,https://www.transnetnationalportsauthority.net/Pages/default.aspx,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps, ZAp004","NGA-WPI-Pub150, ZAp003, WRLDp001, ZAp006",KwaZulu-Natal,46850,POINT (3453628.981767628 -3468321.8715541903),port311,port,Durban_South Africa,ZAF,AF,1209.5890892486243,Y
ZAp02,ZAp02a,South Africa,Durban,<Null>,Oil and Gas Terminal,-29.891513,31.024477,E,Y,Oil and Gas Products,Liquid Bulk and Petroleum Products,-999.0,NA,<Null>,<Null>,Sapref/Engen/Total,Transnet National Port Authority,https://www.transnetnationalportsauthority.net/Pages/default.aspx,Johannesburg,<Null>,"NGA-WPI-Pub150, Google Maps, ZAp006","NGA-WPI-Pub150, ZAp003, WRLDp001, ZAp006",KwaZulu-Natal,46850,POINT (3453628.981767628 -3468321.8715541903),port311,port,Durban_South Africa,ZAF,AF,1209.5890892486243,Y
ZAp02,ZAp02c,South Africa,Durban,<Null>,Bulk Commodities Port,-29.891513,31.024477,E,Y,Salt,Unspecified,-999.0,NA,<Null>,<Null>,Transnet Port Terminals,Transnet National Port Authority,https://www.transnetnationalportsauthority.net/Pages/default.aspx,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps, ZAp004","NGA-WPI-Pub150, ZAp003, WRLDp001, ZAp006",KwaZulu-Natal,46850,POINT (3453628.981767628 -3468321.8715541903),port311,port,Durban_South Africa,ZAF,AF,1209.5890892486243,Y
ZAp02,ZAp02h,South Africa,Durban,<Null>,Bulk Commodities Port,-29.891513,31.024477,E,Y,Coal,Unspecified,-999.0,NA,<Null>,"Coal from Mines in Mpumalanga, Kwazulu-Natal, Free State",Bluff Coal Loading Appliance (Rennies Facility) & Berths,Transnet National Port Authority,https://www.transnetnationalportsauthority.net/Pages/default.aspx,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps, ZAp008","NGA-WPI-Pub150, ZAp016, ZAp003, WRLDp001, ZAp006",KwaZulu-Natal,46850,POINT (3453628.981767628 -3468321.8715541903),port311,port,Durban_South Africa,ZAF,AF,1209.5890892486243,Y
LYp01,LYp01b,Libya,Marsa el Brega,Al Burayqah,Oil and Gas Terminal,30.416667,19.6,E,Y,"Oil and Gas Products, Refined","Petrochemicals (Methanol, Ammonia)",-999.0,NA,<Null>,Zelten Oil Field,Sirte Oil Company,Libyan Ports Company (Socialist Ports Company),https://www.lpclibya.com/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, LYp004, LYp005, LYp004",Al Wahat,45295,POINT (2181862.0195481624 3535592.1744030262),port21,port,Al Burayqah_Libya,LBY,AF,1246.4689371776303,Y
LYp01,LYp01d,Libya,Marsa el Brega,Al Burayqah,General Cargo Port,30.416667,19.6,E,Y,Chemical Products,Sulfuric Acid,-999.0,NA,<Null>,<Null>,Sirte Oil Company,Libyan Ports Company (Socialist Ports Company),https://www.lpclibya.com/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, LYp004",Al Wahat,45295,POINT (2181862.0195481624 3535592.1744030262),port21,port,Al Burayqah_Libya,LBY,AF,1246.4689371776303,Y
LYp01,LYp01c,Libya,Marsa el Brega,Al Burayqah,Oil and Gas Terminal,30.416667,19.6,E,Y,Oil and Gas Products,"Liquefied Petroleum Gas (LPG), Liquefied Natural Gas (LNG)",-999.0,NA,<Null>,Attahadi Field and Zelten Field,Sirte Oil Company,Libyan Ports Company (Socialist Ports Company),https://www.lpclibya.com/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, LYp004, LYp005, LYp005",Al Wahat,45295,POINT (2181862.0195481624 3535592.1744030262),port21,port,Al Burayqah_Libya,LBY,AF,1246.4689371776303,Y
LYp01,LYp01a,Libya,Marsa el Brega,Al Burayqah,Oil and Gas Terminal,30.416667,19.6,E,Y,Oil and Gas Products,"Crude Oil, Refined Oil Products",-999.0,NA,<Null>,Zelten Oil Field,National Oil Corp. (NOC),Libyan Ports Company (Socialist Ports Company),https://www.lpclibya.com/,<Null>,LYp1,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, LYp004, LYp005, LYp003",Al Wahat,45295,POINT (2181862.0195481624 3535592.1744030262),port21,port,Al Burayqah_Libya,LBY,AF,1246.4689371776303,Y
MAp01,MAp01d,Morocco,Agadir,<Null>,Bulk Commodities Port,30.428969,-9.647401,E,Y,Cement,"Clinker, Ores",-999.0,NA,<Null>,<Null>,<Null>,Societe d'Exploitation des Ports SA (SODEP),https://www.marsamaroc.co.ma,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MAp009",Souss - Massa - Draâ,45802,POINT (-1073943.7667985184 3537172.3723518457),port10,port,Agadir_Morocco,MAR,AF,1249.9285815441538,Y
MAp01,MAp01a,Morocco,Agadir,<Null>,Bulk Commodities Port,30.428969,-9.647401,E,Y,Coal,Unspecified,-999.0,NA,<Null>,<Null>,<Null>,Societe d'Exploitation des Ports SA (SODEP),https://www.marsamaroc.co.ma,<Null>,MAp1,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MAp009",Souss - Massa - Draâ,45802,POINT (-1073943.7667985184 3537172.3723518457),port10,port,Agadir_Morocco,MAR,AF,1249.9285815441538,Y
MAp01,MAp01c,Morocco,Agadir,<Null>,General Cargo Port,30.428969,-9.647401,E,Y,Chemical Products,Sulfuric Acid,-999.0,NA,<Null>,<Null>,<Null>,Societe d'Exploitation des Ports SA (SODEP),https://www.marsamaroc.co.ma,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MAp009",Souss - Massa - Draâ,45802,POINT (-1073943.7667985184 3537172.3723518457),port10,port,Agadir_Morocco,MAR,AF,1249.9285815441538,Y
MAp01,MAp01b,Morocco,Agadir,<Null>,Oil and Gas Terminal,30.428969,-9.647401,E,Y,Oil and Gas Products,Unspecified,-999.0,NA,<Null>,<Null>,<Null>,Societe d'Exploitation des Ports SA (SODEP),https://www.marsamaroc.co.ma,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MAp009",Souss - Massa - Draâ,45802,POINT (-1073943.7667985184 3537172.3723518457),port10,port,Agadir_Morocco,MAR,AF,1249.9285815441538,Y
EHp01,EHp01a,Western Sahara,Ad Dakhla,Port of Villa Cisneros,Oil and Gas Terminal,23.659338,-15.944811,E,N,Oil and Gas Products,Oil (Unspecified),-999.0,NA,<Null>,<Null>,<Null>,Societe d'Exploitation des Ports SA (SODEP),www.marsamaroc.co.ma,<Null>,EHp1,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, EHp001",Oued el Dahab,45808,POINT (-1774968.2413149872 2694810.9197233804),port8,port,Ad Dakhla_Western Sahara,ESH,AF,1358.9637088165211,Y
DZp04,DZp04b,Algeria,Port of Bethioua,<Null>,Bulk Commodities Port,35.812267,-0.258678,E,Y,Fertilizer,Liquid Ammonia,-999.0,NA,<Null>,<Null>,<Null>,Entreprise Portuaire d'Arzew,http://www.arzewports.dz/index.php,<Null>,<Null>,"Google Earth, DZp020",DZp020,Oran,N/A,POINT (-28795.903239422423 4249817.3938539475),port70,port,Arzew El Djedid_Algeria,DZA,AF,1377.7946681986946,Y
ZAp08,ZAp08b,South Africa,Saldanha Bay,<Null>,Bulk Commodities Port,-33.004957,17.99836,E,Y,Iron and Steel,"Steel Coils, Other Unspecified Steel",3.0,Million metric tons,"Shared capacity: ZAp08b, ZAp08c, ZAp08d, ZAp08e, ZAp08f",<Null>,<Null>,Transnet National Port Authority,https://www.transnetnationalportsauthority.net/Pages/default.aspx,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps, ZAp005","NGA-WPI-Pub150, ZAp001, ZAp003, WRLDp001, WRLDp002, ZAp014, ZAp015",Western Cape,46750,POINT (2003568.2703140234 -3872688.606071641),port1133,port,Saldanha Bay_South Africa,ZAF,AF,1408.0793722185047,Y
ZAp08,ZAp08e,South Africa,Saldanha Bay,<Null>,Bulk Commodities Port,-33.004957,17.99836,E,Y,Copper,Concentrate,3.0,Million metric tons,"Shared capacity: ZAp08b, ZAp08c, ZAp08d, ZAp08e, ZAp08f",<Null>,<Null>,Transnet National Port Authority,https://www.transnetnationalportsauthority.net/Pages/default.aspx,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps, ZAp005","NGA-WPI-Pub150, ZAp001, ZAp003, WRLDp001, WRLDp002, ZAp014, ZAp015",Western Cape,46750,POINT (2003568.2703140234 -3872688.606071641),port1133,port,Saldanha Bay_South Africa,ZAF,AF,1408.0793722185047,Y
ZAp08,ZAp08d,South Africa,Saldanha Bay,<Null>,Bulk Commodities Port,-33.004957,17.99836,E,Y,Lead,Concentrate,3.0,Million metric tons,"Shared capacity: ZAp08b, ZAp08c, ZAp08d, ZAp08e, ZAp08f",<Null>,<Null>,Transnet National Port Authority,https://www.transnetnationalportsauthority.net/Pages/default.aspx,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps, ZAp005","NGA-WPI-Pub150, ZAp001, ZAp003, WRLDp001, WRLDp002, ZAp014, ZAp015",Western Cape,46750,POINT (2003568.2703140234 -3872688.606071641),port1133,port,Saldanha Bay_South Africa,ZAF,AF,1408.0793722185047,Y
ZAp08,ZAp08c,South Africa,Saldanha Bay,<Null>,Bulk Commodities Port,-33.004957,17.99836,E,Y,Heavy Mineral Sands,Unspecified,3.0,Million metric tons,"Shared capacity: ZAp08b, ZAp08c, ZAp08d, ZAp08e, ZAp08f",<Null>,<Null>,Transnet National Port Authority,https://www.transnetnationalportsauthority.net/Pages/default.aspx,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps, ZAp005","NGA-WPI-Pub150, ZAp001, ZAp003, WRLDp001, WRLDp002, ZAp014, ZAp015",Western Cape,46750,POINT (2003568.2703140234 -3872688.606071641),port1133,port,Saldanha Bay_South Africa,ZAF,AF,1408.0793722185047,Y
ZAp08,ZAp08f,South Africa,Saldanha Bay,<Null>,Bulk Commodities Port,-33.004957,17.99836,E,Y,Dimension Stone,Granite,3.0,Million metric tons,"Shared capacity: ZAp08b, ZAp08c, ZAp08d, ZAp08e, ZAp08f",<Null>,<Null>,Transnet National Port Authority,https://www.transnetnationalportsauthority.net/Pages/default.aspx,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps, ZAp005","NGA-WPI-Pub150, ZAp001, ZAp003, WRLDp001, WRLDp002, ZAp014, ZAp015",Western Cape,46750,POINT (2003568.2703140234 -3872688.606071641),port1133,port,Saldanha Bay_South Africa,ZAF,AF,1408.0793722185047,Y
ZAp08,ZAp08a,South Africa,Saldanha Bay,<Null>,Bulk Commodities Port,-33.004957,17.99836,E,Y,Iron and Steel,Iron Ore,60.0,Million metric tons,<Null>,Mines Near Sishen in Northern Cape,<Null>,Transnet National Port Authority,https://www.transnetnationalportsauthority.net/Pages/default.aspx,<Null>,ZAp8,"NGA-WPI-Pub150, Google Maps, ZAp004","NGA-WPI-Pub150, ZAp001, ZAp003, WRLDp001, WRLDp002, ZAp014, ZAp015",Western Cape,46750,POINT (2003568.2703140234 -3872688.606071641),port1133,port,Saldanha Bay_South Africa,ZAF,AF,1408.0793722185047,Y
SLp02,SLp02a,Sierra Leone,Freetown,QE II Quay,Bulk Commodities Port,8.49347,-13.213234,E,N,Iron and Steel,High-Grade >65% Iron Ore Concentrate (Marampa Mine Blue Hematite),-999.0,NA,<Null>,Marampa Mine,SL Mining,Sierra Leone Ports Authority,https://www.ncpsl.gov.sl/slpa/,<Null>,SLp2,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, SLp001, SLp003, SLp006",Western,45862,POINT (-1470890.4806123693 942664.1114316379),port360,port,Freetown_Sierra Leone,SLE,AF,1477.900312222345,Y
TNp05,TNp05a,Tunisia,Rades,<Null>,Oil and Gas Terminal,36.796251,10.287667,E,N,"Oil and Gas Products, Refined",Unspecified Refined Products,1.2,Million metric tons,<Null>,<Null>,<Null>,Office of Merchant Navy and Ports,http://www.ommp.nat.tn/,<Null>,TNp5,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, TNp003, TNp007",Ben Arous (Tunis Sud),45432,POINT (1145217.8518907644 4385149.548178056),port1329,port,Tunis_Tunisia,TUN,AF,1483.461167149703,Y
GAp03,GAp03a,Gabon,Port Owendo,<Null>,General Cargo Port,0.284288,9.503487,E,N,Manganese,Manganese Ore,-999.0,NA,<Null>,Bangombe Plateau in Moanda,La Compagnie Minière de l'Ogooue (COMILOG),Office des Ports et Rades du Gabon,<Null>,<Null>,GAp3,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, GAp006",Estuaire,46435,POINT (1057923.333600495 31435.070435700578),port973,port,Port Owendo_Gabon,GAB,AF,1490.6642975330162,Y
TNp08,TNp08a,Tunisia,Zarzis,Zarzia,Oil and Gas Terminal,33.493931,11.118576,E,N,Oil and Gas Products,Crude Oil,-999.0,NA,<Null>,<Null>,<Null>,Office of Merchant Navy and Ports,http://www.ommp.nat.tn/,<Null>,TNp8,"NGA-WPI-Pub150, TNp015, Google Earth","NGA-WPI-Pub150, TNp007, TNp015",Médenine,45365,POINT (1237714.2186663123 3937471.3802980618),port1423,port,Zarzis_Tunisia,TUN,AF,1661.5342692924835,Y
TZp01,TZp01b,Tanzania,Dar es Salaam,<Null>,Bulk Commodities Port,-6.829856,39.28864,E,Y,Copper,"Concentrate, Cathodes",-999.0,NA,<Null>,Lumwana Mine in Zambia,Tanzania International Container Terminal Services Ltd (TICTS),Tanzania Port Authority,http://www.tanzaniaports.com/index.php/en/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, TZp001, TZp004",Dar es Salaam,47010,POINT (4373591.39876024 -757025.2560429047),port278,port,Dar Es Salaam_Tanzania,TZA,AF,1741.6312251197353,Y
TZp01,TZp01a,Tanzania,Dar es Salaam,<Null>,Oil and Gas Terminal,-6.829856,39.28864,E,Y,Oil and Gas Products,"Crude Oil, Refined Oil Products",6.0,Million metric tons,<Null>,<Null>,Tanzania International Container Terminal Services Ltd (TICTS),Tanzania Port Authority,http://www.tanzaniaports.com/index.php/en/,<Null>,TZp1,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, TZp001",Dar es Salaam,47010,POINT (4373591.39876024 -757025.2560429047),port278,port,Dar Es Salaam_Tanzania,TZA,AF,1741.6312251197353,Y
TNp03,TNp03b,Tunisia,La Goulette,<Null>,Bulk Commodities Port,36.812021,10.298899,E,N,Iron and Steel,Iron Ore,-999.0,NA,<Null>,<Null>,<Null>,Office of Merchant Navy and Ports,http://www.ommp.nat.tn/,<Null>,<Null>,"NGA-WPI-Pub150, TNp015, Google Earth","NGA-WPI-Pub150, TNp008, TNp009, TNp015",Tunis,45420,POINT (1146468.1924113545 4387332.615375387),port1329,port,Tunis_Tunisia,TUN,AF,1899.0293544817455,Y
TNp03,TNp03a,Tunisia,La Goulette,<Null>,Bulk Commodities Port,36.812021,10.298899,E,N,Fertilizer,Phosphate,-999.0,NA,<Null>,<Null>,<Null>,Office of Merchant Navy and Ports,http://www.ommp.nat.tn/,<Null>,TNp3,"NGA-WPI-Pub150, TNp015, Google Earth","NGA-WPI-Pub150, TNp008, TNp009, TNp015",Tunis,45420,POINT (1146468.1924113545 4387332.615375387),port1329,port,Tunis_Tunisia,TUN,AF,1899.0293544817455,Y
MZp03,MZp03b,Mozambique,Nacala,<Null>,Bulk Commodities Port,-14.543914,40.667676,E,Y,Coal,"Coal (Bulk), Premium Hard Coking Coal, High Calorific Thermal Coal",18.0,Million metric tons,<Null>,Coal Mined Near Moatize in Tete Province,Vale Moçambique,"Portos e Caminhos de Ferro de Moçambique, E.P.",https://www.cfm.co.mz/index.php/pt/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MZp011, MZp007, MZp012",Nampula,46935,POINT (4527104.984065833 -1625969.452218387),port784,port,Nacala_Mozambique,MOZ,AF,2080.424852699517,Y
MZp03,MZp03d,Mozambique,Nacala,<Null>,General Cargo Port,-14.543914,40.667676,E,Y,Cement,Unspecified (General Cargo),-999.0,NA,<Null>,<Null>,Northern Development Corridor (CDN),"Portos e Caminhos de Ferro de Moçambique, E.P.",https://www.cfm.co.mz/index.php/pt/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MZp007, MZp012",Nampula,46935,POINT (4527104.984065833 -1625969.452218387),port784,port,Nacala_Mozambique,MOZ,AF,2080.424852699517,Y
MZp03,MZp03e,Mozambique,Nacala,<Null>,Bulk Commodities Port,-14.543914,40.667676,E,Y,Mineral Products,Unspecified,-999.0,NA,<Null>,<Null>,Northern Development Corridor (CDN),"Portos e Caminhos de Ferro de Moçambique, E.P.",https://www.cfm.co.mz/index.php/pt/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MZp007, MZp012",Nampula,46935,POINT (4527104.984065833 -1625969.452218387),port784,port,Nacala_Mozambique,MOZ,AF,2080.424852699517,Y
MZp03,MZp03a,Mozambique,Nacala,<Null>,Bulk Commodities Port,-14.543914,40.667676,E,Y,Graphite,Unspecified,-999.0,NA,<Null>,<Null>,Northern Development Corridor (CDN),"Portos e Caminhos de Ferro de Moçambique, E.P.",https://www.cfm.co.mz/index.php/pt/,<Null>,MZp3,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MZp007, MZp012",Nampula,46935,POINT (4527104.984065833 -1625969.452218387),port784,port,Nacala_Mozambique,MOZ,AF,2080.424852699517,Y
MZp03,MZp03c,Mozambique,Nacala,<Null>,Oil and Gas Terminal,-14.543914,40.667676,E,Y,Oil and Gas Products,Petrol (Liquid Bulk),-999.0,NA,<Null>,<Null>,"Portos e Caminhos de Ferro de Mocambique, E.P.","Portos e Caminhos de Ferro de Moçambique, E.P.",https://www.cfm.co.mz/index.php/pt/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MZp007, MZp012",Nampula,46935,POINT (4527104.984065833 -1625969.452218387),port784,port,Nacala_Mozambique,MOZ,AF,2080.424852699517,Y
REp01,REp01a,Réunion (France),Le Port,Le Port des Galets,Bulk Commodities Port,-20.932644,55.326278,E,N,Cement,"Cement (Bulk), Cement (Bagged), Clinker",500000.0,Metric tons,<Null>,<Null>,"Ciments de Bourbon, SA (Holcim Outre-Mer)",Chamber of Commerce and Industry of Réunion,https://reunion.cci.fr/,<Null>,REp1,Google Earth,"REp001, REp002, REp003",Saint-Denis,N/A,POINT (6158893.094447094 -2368589.961158397),port950,port,Port Est_Reunion,REU,AF,2109.1240095474573,Y
TNp01,TNp01a,Tunisia,Bizerte,Banzart,Oil and Gas Terminal,37.259565,9.852852,E,Y,Oil and Gas Products,Unspecified,-999.0,NA,<Null>,<Null>,<Null>,Office of Merchant Navy and Ports,http://www.ommp.nat.tn/,<Null>,TNp1,"NGA-WPI-Pub150, TNp015, Google Earth","NGA-WPI-Pub150, TNp001, TNp002, TNp007, TNp015",Bizerte,45440,POINT (1096814.4675014871 4449477.328826298),port115,port,Banzart_Tunisia,TUN,AF,2253.207039443703,Y
TNp01,TNp01d,Tunisia,Bizerte,Banzart,Bulk Commodities Port,37.259565,9.852852,E,Y,Cement,Clinker,-999.0,NA,<Null>,<Null>,<Null>,Office of Merchant Navy and Ports,http://www.ommp.nat.tn/,<Null>,<Null>,"NGA-WPI-Pub150, TNp015, Google Earth","NGA-WPI-Pub150, TNp001, TNp002",Bizerte,45440,POINT (1096814.4675014871 4449477.328826298),port115,port,Banzart_Tunisia,TUN,AF,2253.207039443703,Y
TNp01,TNp01b,Tunisia,Bizerte,Banzart,Bulk Commodities Port,37.259565,9.852852,E,Y,Fertilizer,"Phosphate (Unspecified), Chemicals",-999.0,NA,<Null>,<Null>,<Null>,Office of Merchant Navy and Ports,http://www.ommp.nat.tn/,<Null>,<Null>,"NGA-WPI-Pub150, TNp015, Google Earth","NGA-WPI-Pub150, TNp002, TNp007",Bizerte,45440,POINT (1096814.4675014871 4449477.328826298),port115,port,Banzart_Tunisia,TUN,AF,2253.207039443703,Y
TNp01,TNp01e,Tunisia,Bizerte,Banzart,Bulk Commodities Port,37.259565,9.852852,E,Y,Iron and Steel,Iron Ore,-999.0,NA,<Null>,<Null>,<Null>,Office of Merchant Navy and Ports,http://www.ommp.nat.tn/,<Null>,<Null>,"NGA-WPI-Pub150, TNp015, Google Earth","NGA-WPI-Pub150, TNp002",Bizerte,45440,POINT (1096814.4675014871 4449477.328826298),port115,port,Banzart_Tunisia,TUN,AF,2253.207039443703,Y
TNp01,TNp01c,Tunisia,Bizerte,Banzart,Bulk Commodities Port,37.259565,9.852852,E,Y,Iron and Steel,Unspecified Metallurgical Products,-999.0,NA,<Null>,<Null>,Tunis Acier steel dock,Office of Merchant Navy and Ports,http://www.ommp.nat.tn/,<Null>,<Null>,"NGA-WPI-Pub150, TNp015, Google Earth","NGA-WPI-Pub150, TNp001, TNp002",Bizerte,45440,POINT (1096814.4675014871 4449477.328826298),port115,port,Banzart_Tunisia,TUN,AF,2253.207039443703,Y
CIp01,CIp01a,Côte d’Ivoire,Abidjan,<Null>,Oil and Gas Terminal,5.301891,-4.021116,E,Y,Oil and Gas Products,Crude Oil,1.93,Million metric tons,<Null>,<Null>,<Null>,Port Automome d'Abidjan,http://www.portabidjan.ci/,<Null>,CIp1,"NGA-WPI-Pub150, Google Earth","NGA-WPI-Pub150, CIp001",Abidjan,46000,POINT (-447628.58554068505 587102.4270565306),port4,port,Abidjan_Cote d'Ivoire,CIV,AF,2293.076593455229,Y
CIp01,CIp01e,Côte d’Ivoire,Abidjan,<Null>,General Cargo Port,5.301891,-4.021116,E,Y,Mineral Products,Unspecified,15000.0,Metric tons per day,<Null>,<Null>,<Null>,Port Automome d'Abidjan,http://www.portabidjan.ci/,<Null>,<Null>,"NGA-WPI-Pub150, Google Earth","NGA-WPI-Pub150, CIp001",Abidjan,46000,POINT (-447628.58554068505 587102.4270565306),port4,port,Abidjan_Cote d'Ivoire,CIV,AF,2293.076593455229,Y
CIp01,CIp01c,Côte d’Ivoire,Abidjan,<Null>,Oil and Gas Terminal,5.301891,-4.021116,E,Y,"Oil and Gas Products, Refined",Petroleum Derivatives,99100.0,Metric tons,<Null>,<Null>,<Null>,Port Automome d'Abidjan,http://www.portabidjan.ci/,<Null>,<Null>,"NGA-WPI-Pub150, Google Earth","NGA-WPI-Pub150, CIp001",Abidjan,46000,POINT (-447628.58554068505 587102.4270565306),port4,port,Abidjan_Cote d'Ivoire,CIV,AF,2293.076593455229,Y
CIp01,CIp01d,Côte d’Ivoire,Abidjan,<Null>,Bulk Commodities Port,5.301891,-4.021116,E,Y,Aluminum,Bauxite (Bulk),750000.0,Metric tons,<Null>,Lagune Exploitation Bongouanou (Leb) Mines,<Null>,Port Automome d'Abidjan,http://www.portabidjan.ci/,China,<Null>,"NGA-WPI-Pub150, Google Earth","NGA-WPI-Pub150, CIp002",Abidjan,46000,POINT (-447628.58554068505 587102.4270565306),port4,port,Abidjan_Cote d'Ivoire,CIV,AF,2293.076593455229,Y
CIp01,CIp01b,Côte d’Ivoire,Abidjan,<Null>,Oil and Gas Terminal,5.301891,-4.021116,E,Y,"Oil and Gas Products, Refined",Refined Petroleum Products,1.24,Million metric tons,<Null>,<Null>,<Null>,Port Automome d'Abidjan,http://www.portabidjan.ci/,<Null>,<Null>,"NGA-WPI-Pub150, Google Earth","NGA-WPI-Pub150, CIp001",Abidjan,46000,POINT (-447628.58554068505 587102.4270565306),port4,port,Abidjan_Cote d'Ivoire,CIV,AF,2293.076593455229,Y
MAp03,MAp03b,Morocco,El Jorf Lasfar,<Null>,Bulk Commodities Port,33.12593,-8.624282,E,Y,Chemical Products,Acids (Unspecified),-999.0,NA,<Null>,<Null>,OCP,Societe d'Exploitation des Ports SA (SODEP),https://www.marsamaroc.co.ma,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MAp010",Doukkala - Abda,45796,POINT (-960050.6806975949 3888681.9822216695),port319,port,El Jorf Lasfar_Morocco,MAR,AF,2332.2904194088014,Y
MAp03,MAp03a,Morocco,El Jorf Lasfar,<Null>,Bulk Commodities Port,33.12593,-8.624282,E,Y,Fertilizer,Phosphate (Crude),-999.0,NA,<Null>,<Null>,OCP,Societe d'Exploitation des Ports SA (SODEP),https://www.marsamaroc.co.ma,<Null>,MAp3,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MAp010",Doukkala - Abda,45796,POINT (-960050.6806975949 3888681.9822216695),port319,port,El Jorf Lasfar_Morocco,MAR,AF,2332.2904194088014,Y
EGp03,EGp03a,Egypt,Bur Safaga,<Null>,Bulk Commodities Port,26.744517,33.944056,E,N,Fertilizer,Phosphate Rock (Ground),1000.0,Metric tons per day,<Null>,<Null>,Red Sea Ports Authority,Red Sea Ports Authority,http://www.mts.gov.eg/,<Null>,EGp3,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, EGp010, EGp013",Al Bahr al Ahmar (Red Sea),47980,POINT (3778635.0293783625 3072365.4269194934),port191,port,Bur Safago_Egypt,EGY,AF,2359.567600735415,Y
MAp02,MAp02b,Morocco,Casablanca,<Null>,Bulk Commodities Port,33.607233,-7.600243,E,Y,Iron and Steel,Unspecified Metallurgical Products,-999.0,NA,<Null>,<Null>,<Null>,Societe d'Exploitation des Ports SA (SODEP),https://www.marsamaroc.co.ma,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MAp008, MZp012",Grand Casablanca,45793,POINT (-846055.1806651419 3952534.959793463),port220,port,Casablanca_Morocco,MAR,AF,2382.9018451300844,Y
MAp02,MAp02c,Morocco,Casablanca,<Null>,Bulk Commodities Port,33.607233,-7.600243,E,Y,Coal,Unspecified,-999.0,NA,<Null>,<Null>,Marsa Maroc,Societe d'Exploitation des Ports SA (SODEP),https://www.marsamaroc.co.ma,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MAp008, MZp012",Grand Casablanca,45793,POINT (-846055.1806651419 3952534.959793463),port220,port,Casablanca_Morocco,MAR,AF,2382.9018451300844,Y
